engagement_id,campaign_id,hcp_id,rep_id,territory_id,engagement_date,channel,engagement_type,opened,clicked,attended,response_score
ENG000814,CAMP0029,HCP0005,REP017,T005,2026-05-19,Email,Attended,False,False,False,95
ENG000815,CAMP0029,HCP0221,REP005,T005,2026-05-14,Email,Clicked Link,True,True,False,52
ENG000816,CAMP0029,HCP0473,REP017,T005,2026-04-30,Digital Ad,Opened Content,False,False,False,55
ENG000817,CAMP0029,HCP0005,REP017,T005,2026-05-10,Webinar,Attended,False,False,False,24
ENG000818,CAMP0029,HCP0209,REP017,T005,2026-04-05,Digital Ad,Registered,True,False,False,61
ENG000819,CAMP0029,HCP0281,REP017,T005,2026-05-02,Field Event,Attended,True,True,False,78
ENG000820,CAMP0029,HCP0401,REP017,T005,2026-04-14,Digital Ad,Downloaded,True,False,True,92
ENG000821,CAMP0029,HCP0305,REP029,T005,2026-05-20,Field Event,Opened Content,True,True,False,25
ENG000822,CAMP0029,HCP0473,REP029,T005,2026-05-09,Webinar,Attended,True,False,True,45
ENG000823,CAMP0029,HCP0401,REP017,T005,2026-04-19,Email,Registered,True,True,False,85
ENG000824,CAMP0029,HCP0305,REP005,T005,2026-05-15,Digital Ad,Registered,False,False,False,7
ENG000825,CAMP0029,HCP0221,REP017,T005,2026-04-30,Webinar,Attended,True,True,False,62
ENG000826,CAMP0029,HCP0041,REP005,T005,2026-04-28,Webinar,Clicked Link,True,False,True,20
ENG000827,CAMP0029,HCP0305,REP029,T005,2026-04-12,Email,Opened Content,True,False,False,31
ENG000828,CAMP0029,HCP0473,REP029,T005,2026-05-02,Digital Ad,Opened Content,False,False,False,15
ENG000829,CAMP0029,HCP0473,REP029,T005,2026-05-03,Webinar,Registered,True,True,True,98
ENG000830,CAMP0029,HCP0293,REP017,T005,2026-04-19,Digital Ad,Attended,True,True,False,71
ENG000831,CAMP0029,HCP0209,REP029,T005,2026-04-09,Field Event,Registered,True,True,False,94
ENG000832,CAMP0029,HCP0293,REP017,T005,2026-04-08,Email,Clicked Link,False,False,False,63
ENG000833,CAMP0029,HCP0005,REP005,T005,2026-05-25,Email,Attended,True,False,False,70
ENG000834,CAMP0029,HCP0041,REP005,T005,2026-04-15,Email,Registered,False,False,True,49
ENG000835,CAMP0030,HCP0414,REP030,T006,2025-08-18,Email,Clicked Link,False,False,False,13
ENG000836,CAMP0030,HCP0342,REP030,T006,2025-08-24,Field Event,Attended,True,False,True,36
ENG000837,CAMP0030,HCP0330,REP018,T006,2025-07-19,Webinar,Opened Content,False,False,False,44
ENG000838,CAMP0030,HCP0234,REP006,T006,2025-08-13,Webinar,Clicked Link,True,True,False,98
ENG000839,CAMP0030,HCP0426,REP018,T006,2025-09-08,Field Event,Opened Content,True,True,True,20
ENG000840,CAMP0030,HCP0006,REP018,T006,2025-08-04,Digital Ad,Downloaded,False,False,False,3
ENG000841,CAMP0030,HCP0042,REP006,T006,2025-09-11,Webinar,Clicked Link,True,False,False,84
ENG000842,CAMP0030,HCP0186,REP018,T006,2025-08-19,Field Event,Downloaded,True,True,False,36
ENG000843,CAMP0030,HCP0186,REP006,T006,2025-08-07,Digital Ad,Downloaded,False,False,False,5
ENG000844,CAMP0030,HCP0234,REP030,T006,2025-07-23,Webinar,Registered,True,False,False,93
ENG000845,CAMP0030,HCP0354,REP018,T006,2025-08-11,Email,Clicked Link,True,False,False,5
ENG000846,CAMP0030,HCP0306,REP006,T006,2025-08-23,Field Event,Clicked Link,False,False,False,38
ENG000847,CAMP0030,HCP0042,REP006,T006,2025-08-14,Email,Downloaded,True,False,True,27
ENG000848,CAMP0030,HCP0006,REP006,T006,2025-08-31,Field Event,Attended,True,False,False,52
ENG000849,CAMP0030,HCP0018,REP018,T006,2025-08-24,Digital Ad,Clicked Link,True,False,False,40
ENG000850,CAMP0030,HCP0306,REP006,T006,2025-07-27,Field Event,Downloaded,False,False,False,48
ENG000851,CAMP0030,HCP0186,REP018,T006,2025-08-13,Email,Clicked Link,True,True,False,15
ENG000852,CAMP0030,HCP0354,REP018,T006,2025-08-29,Webinar,Opened Content,True,False,True,79
ENG000853,CAMP0030,HCP0186,REP006,T006,2025-09-05,Email,Opened Content,False,False,False,69
ENG000854,CAMP0031,HCP0091,REP007,T007,2025-04-20,Digital Ad,Registered,False,False,False,42
ENG000855,CAMP0031,HCP0091,REP019,T007,2025-01-28,Field Event,Opened Content,True,True,False,72
ENG000856,CAMP0031,HCP0103,REP019,T007,2025-03-06,Email,Registered,True,True,False,29
ENG000857,CAMP0031,HCP0499,REP019,T007,2025-02-13,Field Event,Attended,True,False,False,12
ENG000858,CAMP0031,HCP0151,REP007,T007,2025-03-03,Field Event,Registered,False,False,True,28
ENG000859,CAMP0031,HCP0271,REP007,T007,2025-01-19,Digital Ad,Registered,False,False,False,20
ENG000860,CAMP0031,HCP0499,REP007,T007,2025-01-29,Webinar,Opened Content,True,False,False,19
ENG000861,CAMP0031,HCP0091,REP031,T007,2025-03-28,Field Event,Registered,True,False,False,90
ENG000862,CAMP0031,HCP0151,REP007,T007,2025-03-11,Digital Ad,Attended,True,False,True,95
ENG000863,CAMP0031,HCP0331,REP007,T007,2025-01-18,Webinar,Downloaded,True,True,False,2
ENG000864,CAMP0031,HCP0199,REP019,T007,2025-02-20,Email,Opened Content,True,True,False,86
ENG000865,CAMP0031,HCP0091,REP007,T007,2025-03-17,Digital Ad,Registered,True,False,False,63
ENG000866,CAMP0031,HCP0091,REP007,T007,2025-01-20,Field Event,Clicked Link,True,False,False,65
ENG000867,CAMP0031,HCP0331,REP031,T007,2025-01-15,Digital Ad,Opened Content,True,False,False,26
ENG000868,CAMP0031,HCP0331,REP019,T007,2025-01-29,Field Event,Clicked Link,True,False,False,34
ENG000869,CAMP0031,HCP0331,REP019,T007,2025-03-16,Digital Ad,Registered,True,False,False,60
ENG000870,CAMP0031,HCP0151,REP019,T007,2025-01-27,Email,Opened Content,True,True,False,43
ENG000871,CAMP0031,HCP0331,REP019,T007,2025-02-09,Field Event,Registered,True,False,False,41
ENG000872,CAMP0031,HCP0331,REP019,T007,2025-01-23,Digital Ad,Clicked Link,True,True,False,55
ENG000873,CAMP0031,HCP0151,REP031,T007,2025-02-02,Webinar,Attended,True,False,False,80
ENG000874,CAMP0031,HCP0331,REP031,T007,2025-03-28,Field Event,Clicked Link,False,False,True,6
ENG000875,CAMP0032,HCP0428,REP032,T008,2025-07-22,Email,Registered,True,True,True,46
ENG000876,CAMP0032,HCP0404,REP020,T008,2025-07-28,Webinar,Opened Content,False,False,True,64
ENG000877,CAMP0032,HCP0104,REP032,T008,2025-07-26,Email,Registered,False,False,False,81
ENG000878,CAMP0032,HCP0212,REP020,T008,2025-07-31,Digital Ad,Clicked Link,False,False,True,92
ENG000879,CAMP0032,HCP0428,REP008,T008,2025-07-01,Email,Downloaded,False,False,False,1
ENG000880,CAMP0032,HCP0092,REP008,T008,2025-08-02,Webinar,Clicked Link,False,False,True,56
ENG000881,CAMP0032,HCP0092,REP032,T008,2025-08-01,Field Event,Attended,True,False,False,35
ENG000882,CAMP0032,HCP0212,REP032,T008,2025-07-27,Email,Attended,False,False,False,86
ENG000883,CAMP0032,HCP0044,REP032,T008,2025-07-12,Webinar,Opened Content,True,True,False,39
ENG000884,CAMP0032,HCP0104,REP020,T008,2025-07-08,Email,Clicked Link,True,False,False,89
ENG000885,CAMP0032,HCP0236,REP020,T008,2025-07-25,Digital Ad,Opened Content,True,False,False,6
ENG000886,CAMP0032,HCP0380,REP020,T008,2025-08-01,Webinar,Registered,True,False,True,11
ENG000887,CAMP0032,HCP0284,REP020,T008,2025-07-03,Email,Downloaded,True,True,False,56
ENG000888,CAMP0032,HCP0164,REP032,T008,2025-07-22,Field Event,Downloaded,False,False,False,83
ENG000889,CAMP0032,HCP0284,REP032,T008,2025-07-05,Email,Opened Content,False,False,False,6
ENG000890,CAMP0032,HCP0404,REP020,T008,2025-07-19,Webinar,Downloaded,True,False,True,42
ENG000891,CAMP0032,HCP0164,REP020,T008,2025-07-14,Field Event,Clicked Link,False,False,False,15
ENG000892,CAMP0032,HCP0452,REP020,T008,2025-07-11,Field Event,Clicked Link,False,False,False,65
ENG000893,CAMP0032,HCP0452,REP008,T008,2025-07-25,Email,Registered,True,False,True,92
ENG000894,CAMP0033,HCP0357,REP033,T009,2026-02-18,Webinar,Opened Content,True,False,False,98
ENG000895,CAMP0033,HCP0069,REP021,T009,2026-01-31,Digital Ad,Attended,True,True,False,59
ENG000896,CAMP0033,HCP0381,REP033,T009,2026-01-14,Field Event,Clicked Link,False,False,True,48
ENG000897,CAMP0033,HCP0069,REP021,T009,2026-02-12,Field Event,Registered,False,False,False,91
ENG000898,CAMP0033,HCP0369,REP009,T009,2026-02-26,Digital Ad,Attended,True,True,False,3
ENG000899,CAMP0033,HCP0081,REP021,T009,2026-01-10,Digital Ad,Downloaded,True,False,True,27
ENG000900,CAMP0033,HCP0465,REP009,T009,2026-01-08,Digital Ad,Attended,True,True,False,39
ENG000901,CAMP0033,HCP0033,REP033,T009,2026-01-15,Email,Attended,True,True,True,69
ENG000902,CAMP0033,HCP0429,REP009,T009,2026-02-20,Digital Ad,Registered,True,False,False,34
ENG000903,CAMP0033,HCP0465,REP021,T009,2026-02-10,Field Event,Clicked Link,True,False,False,62
ENG000904,CAMP0033,HCP0369,REP021,T009,2026-02-07,Webinar,Opened Content,False,False,True,43
ENG000905,CAMP0033,HCP0381,REP033,T009,2026-02-12,Field Event,Downloaded,True,False,False,44
ENG000906,CAMP0033,HCP0033,REP033,T009,2026-03-01,Field Event,Registered,True,False,True,8
ENG000907,CAMP0033,HCP0021,REP033,T009,2026-03-01,Webinar,Downloaded,True,False,False,55
ENG000908,CAMP0033,HCP0225,REP009,T009,2026-01-29,Webinar,Clicked Link,True,False,True,40
ENG000909,CAMP0033,HCP0369,REP021,T009,2026-01-13,Digital Ad,Registered,False,False,True,52
ENG000910,CAMP0033,HCP0201,REP033,T009,2026-01-08,Email,Downloaded,True,True,True,85
ENG000911,CAMP0033,HCP0069,REP009,T009,2026-02-06,Webinar,Attended,True,True,True,15
ENG000912,CAMP0033,HCP0321,REP009,T009,2026-02-16,Webinar,Registered,True,True,True,99
ENG000913,CAMP0033,HCP0081,REP033,T009,2026-01-28,Digital Ad,Registered,True,False,False,26
ENG000914,CAMP0033,HCP0057,REP021,T009,2026-02-20,Digital Ad,Opened Content,True,False,False,36
ENG000915,CAMP0033,HCP0393,REP033,T009,2026-01-31,Email,Registered,True,True,False,90
ENG000916,CAMP0033,HCP0321,REP021,T009,2026-01-14,Email,Attended,True,False,False,81
ENG000917,CAMP0033,HCP0141,REP009,T009,2026-02-11,Email,Downloaded,True,False,False,87
ENG000918,CAMP0033,HCP0213,REP021,T009,2026-02-05,Digital Ad,Registered,True,False,True,80
ENG000919,CAMP0033,HCP0321,REP009,T009,2026-02-11,Webinar,Opened Content,True,False,False,69
ENG000920,CAMP0033,HCP0369,REP009,T009,2026-03-04,Email,Attended,True,True,False,63
ENG000921,CAMP0033,HCP0429,REP021,T009,2026-02-18,Field Event,Downloaded,False,False,False,50
ENG000922,CAMP0033,HCP0141,REP009,T009,2026-03-04,Field Event,Clicked Link,False,False,False,87
ENG000923,CAMP0033,HCP0081,REP009,T009,2026-02-10,Digital Ad,Opened Content,True,True,False,68
ENG000924,CAMP0033,HCP0393,REP021,T009,2026-01-18,Field Event,Downloaded,True,False,False,5
ENG000925,CAMP0033,HCP0213,REP009,T009,2026-01-18,Email,Attended,True,True,False,46
ENG000926,CAMP0033,HCP0321,REP021,T009,2026-01-27,Field Event,Opened Content,False,False,False,29
ENG000927,CAMP0033,HCP0465,REP033,T009,2026-02-26,Field Event,Downloaded,True,True,False,22
ENG000928,CAMP0034,HCP0082,REP022,T010,2025-11-06,Webinar,Clicked Link,True,True,False,68
ENG000929,CAMP0034,HCP0418,REP034,T010,2025-11-04,Webinar,Attended,True,False,False,22
ENG000930,CAMP0034,HCP0478,REP034,T010,2025-10-09,Field Event,Attended,True,False,False,2
ENG000931,CAMP0034,HCP0274,REP022,T010,2025-11-02,Field Event,Attended,False,False,False,85
ENG000932,CAMP0034,HCP0226,REP034,T010,2025-10-18,Webinar,Downloaded,False,False,True,11
ENG000933,CAMP0034,HCP0226,REP034,T010,2025-10-23,Webinar,Opened Content,False,False,False,37
ENG000934,CAMP0034,HCP0394,REP034,T010,2025-10-15,Webinar,Downloaded,True,True,True,90
ENG000935,CAMP0034,HCP0118,REP022,T010,2025-11-06,Email,Registered,False,False,True,69
ENG000936,CAMP0034,HCP0046,REP034,T010,2025-10-13,Email,Registered,True,True,False,73
ENG000937,CAMP0034,HCP0202,REP010,T010,2025-11-02,Email,Downloaded,True,False,False,25
ENG000938,CAMP0034,HCP0046,REP034,T010,2025-10-17,Webinar,Opened Content,True,False,False,93
ENG000939,CAMP0034,HCP0394,REP034,T010,2025-10-22,Field Event,Opened Content,True,False,False,58
ENG000940,CAMP0034,HCP0430,REP034,T010,2025-10-20,Digital Ad,Opened Content,True,True,True,28
ENG000941,CAMP0034,HCP0454,REP010,T010,2025-10-14,Digital Ad,Opened Content,True,True,False,92
ENG000942,CAMP0034,HCP0178,REP022,T010,2025-10-31,Digital Ad,Downloaded,True,True,True,32
ENG000943,CAMP0034,HCP0118,REP022,T010,2025-10-07,Field Event,Downloaded,True,False,False,41
ENG000944,CAMP0034,HCP0046,REP010,T010,2025-10-08,Webinar,Downloaded,True,True,True,68
ENG000945,CAMP0034,HCP0046,REP010,T010,2025-10-10,Digital Ad,Clicked Link,True,True,False,21
ENG000946,CAMP0034,HCP0202,REP022,T010,2025-10-17,Digital Ad,Registered,False,False,True,44
ENG000947,CAMP0034,HCP0082,REP034,T010,2025-10-19,Digital Ad,Registered,False,False,False,84
ENG000948,CAMP0034,HCP0178,REP010,T010,2025-10-24,Digital Ad,Opened Content,False,False,True,23
ENG000949,CAMP0034,HCP0274,REP022,T010,2025-10-18,Digital Ad,Opened Content,True,True,False,50
ENG000950,CAMP0034,HCP0274,REP034,T010,2025-10-19,Email,Registered,True,False,True,67
ENG000951,CAMP0034,HCP0394,REP010,T010,2025-11-02,Email,Opened Content,True,False,False,48
ENG000952,CAMP0034,HCP0478,REP034,T010,2025-10-12,Email,Registered,True,False,True,45
ENG000953,CAMP0034,HCP0226,REP010,T010,2025-10-30,Webinar,Downloaded,False,False,True,67
ENG000954,CAMP0034,HCP0238,REP010,T010,2025-10-23,Email,Opened Content,False,False,False,26
ENG000955,CAMP0034,HCP0394,REP034,T010,2025-10-23,Field Event,Registered,False,False,True,41
ENG000956,CAMP0034,HCP0082,REP034,T010,2025-10-27,Webinar,Downloaded,True,False,False,51
ENG000957,CAMP0034,HCP0178,REP010,T010,2025-10-18,Webinar,Attended,True,False,False,100
ENG000958,CAMP0035,HCP0239,REP023,T011,2025-12-17,Field Event,Clicked Link,True,True,False,52
ENG000959,CAMP0035,HCP0323,REP011,T011,2025-11-20,Email,Attended,True,False,False,56
ENG000960,CAMP0035,HCP0071,REP011,T011,2025-12-04,Email,Registered,True,False,False,75
ENG000961,CAMP0035,HCP0479,REP035,T011,2025-11-18,Email,Opened Content,True,True,False,91
ENG000962,CAMP0035,HCP0035,REP023,T011,2025-11-20,Digital Ad,Downloaded,True,False,True,16
ENG000963,CAMP0035,HCP0359,REP035,T011,2025-11-13,Email,Downloaded,True,False,False,33
ENG000964,CAMP0035,HCP0479,REP023,T011,2025-12-01,Webinar,Clicked Link,True,True,False,6
ENG000965,CAMP0035,HCP0167,REP023,T011,2025-11-30,Field Event,Registered,True,False,False,94
ENG000966,CAMP0035,HCP0239,REP035,T011,2025-11-25,Field Event,Registered,True,False,False,24
ENG000967,CAMP0035,HCP0107,REP023,T011,2025-11-20,Webinar,Attended,False,False,False,39
ENG000968,CAMP0035,HCP0395,REP035,T011,2025-11-21,Webinar,Downloaded,False,False,False,9
ENG000969,CAMP0035,HCP0167,REP035,T011,2025-12-13,Field Event,Opened Content,True,False,False,40
ENG000970,CAMP0035,HCP0119,REP035,T011,2025-12-14,Digital Ad,Registered,True,False,True,33
ENG000971,CAMP0035,HCP0119,REP011,T011,2025-12-14,Webinar,Clicked Link,True,True,False,45
ENG000972,CAMP0035,HCP0419,REP011,T011,2025-12-09,Email,Opened Content,False,False,False,43
ENG000973,CAMP0035,HCP0335,REP023,T011,2025-11-26,Email,Clicked Link,True,True,False,44
ENG000974,CAMP0035,HCP0479,REP035,T011,2025-12-10,Email,Downloaded,True,True,False,32
ENG000975,CAMP0035,HCP0011,REP023,T011,2025-12-10,Digital Ad,Registered,True,True,False,22
ENG000976,CAMP0035,HCP0059,REP035,T011,2025-11-25,Email,Clicked Link,True,False,False,81
ENG000977,CAMP0035,HCP0395,REP011,T011,2025-12-02,Webinar,Registered,False,False,False,47
ENG000978,CAMP0035,HCP0107,REP035,T011,2025-11-17,Digital Ad,Opened Content,True,False,False,79
ENG000979,CAMP0035,HCP0143,REP035,T011,2025-12-13,Email,Attended,True,False,False,50
ENG000980,CAMP0035,HCP0131,REP035,T011,2025-12-18,Webinar,Downloaded,True,False,False,49
ENG000981,CAMP0035,HCP0347,REP023,T011,2025-11-27,Digital Ad,Registered,True,False,False,11
ENG000982,CAMP0035,HCP0479,REP023,T011,2025-12-13,Webinar,Registered,True,True,True,31
ENG000983,CAMP0035,HCP0263,REP035,T011,2025-12-12,Digital Ad,Clicked Link,False,False,False,8
ENG000984,CAMP0036,HCP0132,REP012,T012,2025-06-18,Webinar,Attended,False,False,False,78
ENG000985,CAMP0036,HCP0120,REP024,T012,2025-07-08,Field Event,Attended,False,False,False,54
ENG000986,CAMP0036,HCP0228,REP024,T012,2025-07-16,Digital Ad,Attended,True,False,True,2
ENG000987,CAMP0036,HCP0096,REP036,T012,2025-06-17,Webinar,Clicked Link,False,False,False,1
ENG000988,CAMP0036,HCP0444,REP024,T012,2025-05-31,Digital Ad,Downloaded,True,False,True,14
ENG000989,CAMP0036,HCP0192,REP036,T012,2025-07-18,Digital Ad,Attended,False,False,False,24
ENG000990,CAMP0036,HCP0096,REP036,T012,2025-06-01,Digital Ad,Downloaded,True,False,False,12
ENG000991,CAMP0036,HCP0444,REP012,T012,2025-06-28,Email,Registered,True,False,True,21
ENG000992,CAMP0036,HCP0192,REP036,T012,2025-07-21,Field Event,Registered,True,False,False,41
ENG000993,CAMP0036,HCP0240,REP036,T012,2025-07-17,Email,Registered,True,False,True,74
ENG000994,CAMP0036,HCP0228,REP012,T012,2025-07-11,Digital Ad,Opened Content,True,True,True,43
ENG000995,CAMP0036,HCP0240,REP012,T012,2025-07-07,Digital Ad,Opened Content,False,False,False,19
ENG000996,CAMP0036,HCP0300,REP012,T012,2025-06-11,Field Event,Attended,True,True,False,7
ENG000997,CAMP0036,HCP0228,REP024,T012,2025-07-05,Digital Ad,Downloaded,True,True,False,55
ENG000998,CAMP0036,HCP0192,REP012,T012,2025-07-03,Field Event,Clicked Link,False,False,True,48
ENG000999,CAMP0036,HCP0240,REP036,T012,2025-06-28,Digital Ad,Registered,True,True,False,89
ENG001000,CAMP0036,HCP0132,REP012,T012,2025-06-14,Digital Ad,Attended,True,False,False,15
ENG001001,CAMP0036,HCP0240,REP036,T012,2025-07-18,Digital Ad,Downloaded,False,False,True,79
ENG001002,CAMP0036,HCP0192,REP012,T012,2025-06-20,Digital Ad,Registered,False,False,False,12
ENG001003,CAMP0036,HCP0228,REP024,T012,2025-06-14,Email,Downloaded,True,True,False,67
ENG001004,CAMP0036,HCP0096,REP036,T012,2025-07-19,Webinar,Registered,False,False,True,27
ENG001005,CAMP0036,HCP0120,REP036,T012,2025-06-14,Email,Downloaded,True,False,False,97
ENG001006,CAMP0036,HCP0228,REP024,T012,2025-07-10,Digital Ad,Opened Content,True,True,False,19
ENG001007,CAMP0036,HCP0444,REP024,T012,2025-06-18,Digital Ad,Downloaded,True,False,True,18
ENG001008,CAMP0036,HCP0192,REP024,T012,2025-06-10,Digital Ad,Attended,True,False,False,75
ENG001009,CAMP0036,HCP0444,REP024,T012,2025-07-06,Email,Attended,True,False,False,85
ENG001010,CAMP0037,HCP0241,REP013,T001,2025-02-11,Email,Downloaded,True,True,False,31
ENG001011,CAMP0037,HCP0061,REP037,T001,2025-02-10,Webinar,Registered,True,True,False,86
ENG001012,CAMP0037,HCP0457,REP025,T001,2025-01-30,Field Event,Clicked Link,False,False,False,94
ENG001013,CAMP0037,HCP0241,REP025,T001,2025-02-12,Webinar,Opened Content,True,True,True,2
ENG001014,CAMP0037,HCP0421,REP037,T001,2025-01-22,Digital Ad,Registered,True,False,True,30
ENG001015,CAMP0037,HCP0421,REP025,T001,2025-02-01,Webinar,Downloaded,True,True,False,75
ENG001016,CAMP0037,HCP0061,REP025,T001,2025-02-19,Email,Downloaded,True,True,False,35
ENG001017,CAMP0037,HCP0205,REP013,T001,2025-01-28,Digital Ad,Opened Content,True,True,False,16
ENG001018,CAMP0037,HCP0397,REP037,T001,2025-01-31,Digital Ad,Downloaded,False,False,False,28
ENG001019,CAMP0037,HCP0013,REP013,T001,2025-01-28,Email,Downloaded,True,False,False,61
ENG001020,CAMP0037,HCP0457,REP001,T001,2025-02-28,Digital Ad,Clicked Link,False,False,False,67
ENG001021,CAMP0037,HCP0421,REP037,T001,2025-02-03,Digital Ad,Downloaded,False,False,False,11
ENG001022,CAMP0037,HCP0397,REP013,T001,2025-02-23,Webinar,Clicked Link,True,False,False,4
ENG001023,CAMP0037,HCP0013,REP037,T001,2025-02-11,Email,Opened Content,True,True,False,87
ENG001024,CAMP0037,HCP0481,REP013,T001,2025-02-03,Email,Downloaded,True,False,False,67
ENG001025,CAMP0037,HCP0457,REP013,T001,2025-01-24,Email,Downloaded,False,False,True,27
ENG001026,CAMP0037,HCP0481,REP037,T001,2025-02-09,Webinar,Opened Content,False,False,False,68
ENG001027,CAMP0037,HCP0205,REP013,T001,2025-01-24,Email,Registered,True,False,False,53
ENG001028,CAMP0037,HCP0481,REP013,T001,2025-02-01,Digital Ad,Downloaded,False,False,False,20
ENG001029,CAMP0037,HCP0157,REP037,T001,2025-02-20,Field Event,Clicked Link,True,False,False,69
ENG001030,CAMP0037,HCP0457,REP037,T001,2025-03-01,Email,Attended,True,False,False,28
ENG001031,CAMP0037,HCP0205,REP025,T001,2025-02-05,Field Event,Attended,False,False,False,67
ENG001032,CAMP0037,HCP0061,REP013,T001,2025-01-31,Email,Opened Content,True,True,False,29
ENG001033,CAMP0037,HCP0241,REP001,T001,2025-02-11,Field Event,Clicked Link,True,False,True,90
ENG001034,CAMP0037,HCP0481,REP001,T001,2025-02-19,Webinar,Opened Content,True,False,False,87
ENG001035,CAMP0037,HCP0205,REP037,T001,2025-02-09,Webinar,Attended,True,False,True,68
ENG001036,CAMP0037,HCP0481,REP025,T001,2025-01-23,Digital Ad,Downloaded,True,False,False,99
ENG001037,CAMP0037,HCP0361,REP001,T001,2025-02-03,Digital Ad,Attended,True,True,False,43
ENG001038,CAMP0037,HCP0061,REP013,T001,2025-02-24,Webinar,Opened Content,True,True,False,30
ENG001039,CAMP0037,HCP0037,REP025,T001,2025-01-22,Webinar,Attended,False,False,False,53
ENG001040,CAMP0037,HCP0061,REP037,T001,2025-02-02,Digital Ad,Downloaded,False,False,False,12
ENG001041,CAMP0037,HCP0421,REP001,T001,2025-01-22,Email,Downloaded,True,False,True,76
ENG001042,CAMP0038,HCP0086,REP002,T002,2025-10-15,Digital Ad,Downloaded,False,False,False,82
ENG001043,CAMP0038,HCP0050,REP002,T002,2025-09-21,Webinar,Opened Content,True,False,False,54
ENG001044,CAMP0038,HCP0242,REP014,T002,2025-09-20,Digital Ad,Opened Content,True,False,False,17
ENG001045,CAMP0038,HCP0050,REP038,T002,2025-09-23,Digital Ad,Registered,True,False,False,96
ENG001046,CAMP0038,HCP0038,REP002,T002,2025-09-01,Webinar,Downloaded,True,False,False,76
ENG001047,CAMP0038,HCP0134,REP038,T002,2025-08-21,Digital Ad,Clicked Link,True,False,False,72
ENG001048,CAMP0038,HCP0374,REP026,T002,2025-09-07,Digital Ad,Clicked Link,True,False,False,66
ENG001049,CAMP0038,HCP0086,REP038,T002,2025-09-08,Webinar,Downloaded,False,False,False,15
ENG001050,CAMP0038,HCP0038,REP038,T002,2025-10-01,Email,Attended,True,True,False,85
ENG001051,CAMP0038,HCP0458,REP002,T002,2025-10-03,Webinar,Attended,True,False,False,12
ENG001052,CAMP0038,HCP0242,REP038,T002,2025-10-14,Webinar,Clicked Link,True,False,False,21
ENG001053,CAMP0038,HCP0002,REP002,T002,2025-09-09,Digital Ad,Registered,True,False,False,97
ENG001054,CAMP0038,HCP0002,REP014,T002,2025-10-06,Webinar,Registered,True,False,False,38
ENG001055,CAMP0038,HCP0206,REP002,T002,2025-10-06,Field Event,Opened Content,True,False,False,8
ENG001056,CAMP0038,HCP0434,REP026,T002,2025-09-17,Digital Ad,Opened Content,True,True,False,63
ENG001057,CAMP0038,HCP0038,REP014,T002,2025-09-10,Digital Ad,Opened Content,False,False,False,20
ENG001058,CAMP0038,HCP0458,REP026,T002,2025-10-07,Webinar,Downloaded,False,False,False,86
ENG001059,CAMP0038,HCP0218,REP002,T002,2025-08-30,Webinar,Downloaded,True,False,False,8
ENG001060,CAMP0038,HCP0374,REP014,T002,2025-08-19,Email,Attended,True,True,False,18
ENG001061,CAMP0038,HCP0206,REP026,T002,2025-10-03,Webinar,Opened Content,True,False,False,46
ENG001062,CAMP0038,HCP0242,REP038,T002,2025-09-20,Field Event,Attended,True,False,False,18
ENG001063,CAMP0038,HCP0038,REP002,T002,2025-10-17,Webinar,Downloaded,True,False,False,96
ENG001064,CAMP0038,HCP0458,REP014,T002,2025-10-09,Email,Opened Content,True,False,False,16
ENG001065,CAMP0038,HCP0038,REP038,T002,2025-10-20,Field Event,Attended,False,False,False,6
ENG001066,CAMP0038,HCP0074,REP026,T002,2025-10-18,Field Event,Clicked Link,True,False,False,26
ENG001067,CAMP0038,HCP0182,REP002,T002,2025-09-28,Digital Ad,Opened Content,True,False,False,14
ENG001068,CAMP0038,HCP0230,REP026,T002,2025-10-08,Field Event,Registered,True,True,False,89
ENG001069,CAMP0038,HCP0086,REP026,T002,2025-10-18,Webinar,Attended,True,False,True,95
ENG001070,CAMP0038,HCP0050,REP038,T002,2025-09-01,Webinar,Attended,True,True,False,44
ENG001071,CAMP0039,HCP0387,REP015,T003,2025-05-30,Field Event,Registered,True,True,True,100
ENG001072,CAMP0039,HCP0219,REP039,T003,2025-07-01,Webinar,Downloaded,False,False,False,29
ENG001073,CAMP0039,HCP0387,REP015,T003,2025-06-29,Email,Registered,True,False,False,16
ENG001074,CAMP0039,HCP0027,REP003,T003,2025-05-28,Email,Attended,False,False,False,73
ENG001075,CAMP0039,HCP0387,REP003,T003,2025-08-25,Field Event,Clicked Link,True,True,False,85
ENG001076,CAMP0039,HCP0291,REP039,T003,2025-06-21,Email,Registered,False,False,False,82
ENG001077,CAMP0039,HCP0159,REP027,T003,2025-06-11,Field Event,Opened Content,False,False,True,35
ENG001078,CAMP0039,HCP0291,REP003,T003,2025-08-31,Webinar,Clicked Link,True,True,False,72
ENG001079,CAMP0039,HCP0219,REP015,T003,2025-08-31,Email,Clicked Link,True,False,False,15
ENG001080,CAMP0039,HCP0459,REP027,T003,2025-08-06,Field Event,Attended,True,False,False,65
ENG001081,CAMP0039,HCP0159,REP015,T003,2025-08-28,Field Event,Clicked Link,True,True,False,48
ENG001082,CAMP0039,HCP0219,REP039,T003,2025-07-13,Webinar,Clicked Link,False,False,False,63
ENG001083,CAMP0039,HCP0159,REP015,T003,2025-07-10,Field Event,Registered,False,False,True,30
ENG001084,CAMP0039,HCP0327,REP003,T003,2025-05-28,Webinar,Clicked Link,True,False,False,83
